Model,Parameters,Layers,Residual Blocks,Conv Layers,Dense Layers,Bottlenecks,Pooling Layers,Normalization Layers,Recurrent Layers,Attention Layers,Output Features,Training Dataset,First Layer Parameters,Highest Internal Layer Parameters,Lowest Internal Layer Parameters,Last Layer Parameters,Family,Architecture,Crop Percentage
swinv2_large_window12to24_192to384_22kft1k,196739932,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,9792,195153408,3072,1537000,swin,swinv2_large_window12to24_192to384_22kft1k,1.0
swinv2_small_window8_256,49728418,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,4896,48934656,1536,769000,swin,swinv2_small_window8_256,0.9
swinv2_small_window16_256,49728418,530,0,1,148,0,0,53,0,49,1000,ImageNet-1K,4896,48934656,1536,769000,swin,swinv2_small_window16_256,0.9
swinv2_tiny_window8_256,28347154,278,0,1,76,0,0,29,0,25,1000,ImageNet-1K,4896,27562752,1536,769000,swin,swinv2_tiny_window8_256,0.9
swinv2_tiny_window16_256,28347154,278,0,1,76,0,0,29,0,25,1000,ImageNet-1K,4896,27562752,1536,769000,swin,swinv2_tiny_window16_256,0.9
swsl_resnet18,11689512,94,8,20,1,0,1,20,0,0,1000,ImageNet-1K,9408,8393728,128,513000,resnet,swsl_resnet18,0.875
swsl_resnet50,25557032,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,swsl_resnet50,0.875
swsl_resnext50_32x4d,25028904,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14544896,128,2049000,resnext,swsl_resnext50_32x4d,0.875
swsl_resnext101_32x4d,44177704,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,26171392,128,2049000,resnext,swsl_resnext101_32x4d,0.875
swsl_resnext101_32x8d,88791336,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,55160832,128,2049000,resnext,swsl_resnext101_32x8d,0.875
swsl_resnext101_32x16d,194026792,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,123314176,128,2049000,resnext,swsl_resnext101_32x16d,0.875
tf_efficientnet_b0,5288548,321,0,81,1,0,0,49,0,0,1000,ImageNet-1K,864,3555068,409600,1281000,efficientnet,tf_efficientnet_b0,0.875
tf_efficientnet_b0_ap,5288548,321,0,81,1,0,0,49,0,0,1000,ImageNet-1K,864,3555068,409600,1281000,efficientnet,tf_efficientnet_b0_ap,0.875
tf_efficientnet_b0_ns,5288548,321,0,81,1,0,0,49,0,0,1000,ImageNet-1K,864,3555068,409600,1281000,efficientnet,tf_efficientnet_b0_ns,0.875
tf_efficientnet_b1,7794184,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,6040672,409600,1281000,efficientnet,tf_efficientnet_b1,0.882
tf_efficientnet_b1_ap,7794184,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,6040672,409600,1281000,efficientnet,tf_efficientnet_b1_ap,0.882
tf_efficientnet_b1_ns,7794184,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,6040672,409600,1281000,efficientnet,tf_efficientnet_b1_ns,0.882
tf_efficientnet_b2,9109994,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,7136946,495616,1409000,efficientnet,tf_efficientnet_b2,0.89
tf_efficientnet_b2_ap,9109994,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,7136946,495616,1409000,efficientnet,tf_efficientnet_b2_ap,0.89
tf_efficientnet_b2_ns,9109994,450,0,115,1,0,0,69,0,0,1000,ImageNet-1K,864,7136946,495616,1409000,efficientnet,tf_efficientnet_b2_ns,0.89
tf_efficientnet_b3,12233232,507,0,130,1,0,0,78,0,0,1000,ImageNet-1K,1080,10018032,589824,1537000,efficientnet,tf_efficientnet_b3,0.904
tf_efficientnet_b3_ap,12233232,507,0,130,1,0,0,78,0,0,1000,ImageNet-1K,1080,10018032,589824,1537000,efficientnet,tf_efficientnet_b3_ap,0.904
tf_efficientnet_b3_ns,12233232,507,0,130,1,0,0,78,0,0,1000,ImageNet-1K,1080,10018032,589824,1537000,efficientnet,tf_efficientnet_b3_ns,0.904
tf_efficientnet_b4,19341616,621,0,160,1,0,0,96,0,0,1000,ImageNet-1K,1296,16619304,802816,1793000,efficientnet,tf_efficientnet_b4,0.922
tf_efficientnet_b4_ap,19341616,621,0,160,1,0,0,96,0,0,1000,ImageNet-1K,1296,16619304,802816,1793000,efficientnet,tf_efficientnet_b4_ap,0.922
tf_efficientnet_b4_ns,19341616,621,0,160,1,0,0,96,0,0,1000,ImageNet-1K,1296,16619304,802816,1793000,efficientnet,tf_efficientnet_b4_ns,0.922
tf_efficientnet_b5,30389784,750,0,194,1,0,0,116,0,0,1000,ImageNet-1K,1296,27118176,1048576,2049000,efficientnet,tf_efficientnet_b5,0.934
tf_efficientnet_b5_ap,30389784,750,0,194,1,0,0,116,0,0,1000,ImageNet-1K,1296,27118176,1048576,2049000,efficientnet,tf_efficientnet_b5_ap,0.934
tf_efficientnet_b5_ns,30389784,750,0,194,1,0,0,116,0,0,1000,ImageNet-1K,1296,27118176,1048576,2049000,efficientnet,tf_efficientnet_b5_ns,0.934
tf_efficientnet_b6,43040704,864,0,224,1,0,0,134,0,0,1000,ImageNet-1K,1512,39182656,1327104,2305000,efficientnet,tf_efficientnet_b6,0.942
tf_efficientnet_b6_ap,43040704,864,0,224,1,0,0,134,0,0,1000,ImageNet-1K,1512,39182656,1327104,2305000,efficientnet,tf_efficientnet_b6_ap,0.942
tf_efficientnet_b6_ns,43040704,864,0,224,1,0,0,134,0,0,1000,ImageNet-1K,1512,39182656,1327104,2305000,efficientnet,tf_efficientnet_b6_ns,0.942
tf_efficientnet_b7,66347960,1050,0,273,1,0,0,163,0,0,1000,ImageNet-1K,1728,61836112,1638400,2561000,efficientnet,tf_efficientnet_b7,0.949
tf_efficientnet_b7_ap,66347960,1050,0,273,1,0,0,163,0,0,1000,ImageNet-1K,1728,61836112,1638400,2561000,efficientnet,tf_efficientnet_b7_ap,0.949
tf_efficientnet_b7_ns,66347960,1050,0,273,1,0,0,163,0,0,1000,ImageNet-1K,1728,61836112,1638400,2561000,efficientnet,tf_efficientnet_b7_ns,0.949
tf_efficientnet_b8,87413142,1164,0,303,1,0,0,181,0,0,1000,ImageNet-1K,1944,82231702,1982464,2817000,efficientnet,tf_efficientnet_b8,0.954
tf_efficientnet_b8_ap,87413142,1164,0,303,1,0,0,181,0,0,1000,ImageNet-1K,1944,82231702,1982464,2817000,efficientnet,tf_efficientnet_b8_ap,0.954
tf_efficientnet_cc_b0_4e,13314116,329,0,57,9,0,0,49,0,0,1000,ImageNet-1K,864,11580636,409600,1281000,efficientnet,tf_efficientnet_cc_b0_4e,0.875
tf_efficientnet_cc_b0_8e,24013284,329,0,57,9,0,0,49,0,0,1000,ImageNet-1K,864,22279804,409600,1281000,efficientnet,tf_efficientnet_cc_b0_8e,0.875
tf_efficientnet_cc_b1_8e,39715968,461,0,82,12,0,0,69,0,0,1000,ImageNet-1K,864,37962456,409600,1281000,efficientnet,tf_efficientnet_cc_b1_8e,0.882
tf_efficientnet_el,10589712,381,0,72,1,0,0,72,0,0,1000,ImageNet-1K,1080,8603072,356352,1537000,efficientnet,tf_efficientnet_el,0.904
tf_efficientnet_em,6899496,340,0,64,1,0,0,64,0,0,1000,ImageNet-1K,864,5304064,245760,1281000,efficientnet,tf_efficientnet_em,0.882
tf_efficientnet_es,5438392,262,0,49,1,0,0,49,0,0,1000,ImageNet-1K,864,3859328,245760,1281000,efficientnet,tf_efficientnet_es,0.875
tf_efficientnet_l2_ns,480309308,1669,0,436,1,0,0,260,0,0,1000,ImageNet-1K,3672,466136444,7573504,5505000,efficientnet,tf_efficientnet_l2_ns,0.96
tf_efficientnet_l2_ns_475,480309308,1669,0,436,1,0,0,260,0,0,1000,ImageNet-1K,3672,466136444,7573504,5505000,efficientnet,tf_efficientnet_l2_ns_475,0.936
tf_efficientnet_lite0,4652008,257,0,49,1,0,0,49,0,0,1000,ImageNet-1K,864,2918528,409600,1281000,efficientnet,tf_efficientnet_lite0,0.875
tf_efficientnet_lite1,5416680,332,0,64,1,0,0,64,0,0,1000,ImageNet-1K,864,3671552,409600,1281000,efficientnet,tf_efficientnet_lite1,0.882
tf_efficientnet_lite2,6092072,332,0,64,1,0,0,64,0,0,1000,ImageNet-1K,864,4301552,450560,1281000,efficientnet,tf_efficientnet_lite2,0.89
tf_efficientnet_lite3,8197096,377,0,73,1,0,0,73,0,0,1000,ImageNet-1K,864,6347040,491520,1281000,efficientnet,tf_efficientnet_lite3,0.904
tf_efficientnet_lite4,13006568,467,0,91,1,0,0,91,0,0,1000,ImageNet-1K,864,11038896,573440,1281000,efficientnet,tf_efficientnet_lite4,0.92
tf_efficientnetv2_b0,7139704,374,0,91,1,0,0,59,0,0,1000,ImageNet-1K,864,5551472,245760,1281000,efficientnetv2,tf_efficientnetv2_b0,0.875
tf_efficientnetv2_b1,8141052,459,0,111,1,0,0,73,0,0,1000,ImageNet-1K,864,6542356,245760,1281000,efficientnetv2,tf_efficientnetv2_b1,0.882
tf_efficientnetv2_b2,10096086,478,0,116,1,0,0,76,0,0,1000,ImageNet-1K,864,8311070,292864,1409000,efficientnetv2,tf_efficientnetv2_b2,0.89
tf_efficientnetv2_b3,14358406,554,0,136,1,0,0,88,0,0,1000,ImageNet-1K,1080,12354758,356352,1537000,efficientnetv2,tf_efficientnetv2_b3,0.904
tf_efficientnetv2_l,118515272,1358,0,339,1,0,0,217,0,0,1000,ImageNet-1K,864,115901632,819200,1281000,efficientnetv2,tf_efficientnetv2_l,1.0
tf_efficientnetv2_l_in21ft1k,118515272,1358,0,339,1,0,0,217,0,0,1000,ImageNet-1K,864,115901632,819200,1281000,efficientnetv2,tf_efficientnetv2_l_in21ft1k,1.0
tf_efficientnetv2_l_in21k,145215155,1358,0,339,1,0,0,217,0,0,21843,ImageNet-21K,864,115901632,819200,27980883,efficientnetv2,tf_efficientnetv2_l_in21k,1.0
tf_efficientnetv2_m,54139356,985,0,245,1,0,0,157,0,0,1000,ImageNet-1K,648,51910316,655360,1281000,efficientnetv2,tf_efficientnetv2_m,1.0
tf_efficientnetv2_m_in21ft1k,54139356,985,0,245,1,0,0,157,0,0,1000,ImageNet-1K,648,51910316,655360,1281000,efficientnetv2,tf_efficientnetv2_m_in21ft1k,1.0
tf_efficientnetv2_m_in21k,80839239,985,0,245,1,0,0,157,0,0,21843,ImageNet-21K,648,51910316,655360,27980883,efficientnetv2,tf_efficientnetv2_m_in21k,1.0
tf_efficientnetv2_s,21458488,690,0,170,1,0,0,110,0,0,1000,ImageNet-1K,648,19695288,327680,1281000,efficientnetv2,tf_efficientnetv2_s,1.0
tf_efficientnetv2_s_in21ft1k,21458488,690,0,170,1,0,0,110,0,0,1000,ImageNet-1K,648,19695288,327680,1281000,efficientnetv2,tf_efficientnetv2_s_in21ft1k,1.0
tf_efficientnetv2_s_in21k,48158371,690,0,170,1,0,0,110,0,0,21843,ImageNet-21K,648,19695288,327680,27980883,efficientnetv2,tf_efficientnetv2_s_in21k,1.0
tf_efficientnetv2_xl_in21ft1k,208119808,1741,0,438,1,0,0,278,0,0,1000,ImageNet-1K,864,205241720,819200,1281000,efficientnetv2,tf_efficientnetv2_xl_in21ft1k,1.0
tf_efficientnetv2_xl_in21k,234819691,1741,0,438,1,0,0,278,0,0,21843,ImageNet-21K,864,205241720,819200,27980883,efficientnetv2,tf_efficientnetv2_xl_in21k,1.0
tf_inception_v3,23834568,300,0,94,1,0,2,94,0,0,1000,ImageNet-1K,928,6076800,5280,2049000,inception_v3,tf_inception_v3,0.875
tf_mixnet_l,7329252,471,0,155,1,0,0,58,0,0,1000,ImageNet-1K,864,5331612,405504,1537000,mixnet,tf_mixnet_l,0.875
tf_mixnet_m,5014382,471,0,155,1,0,0,58,0,0,1000,ImageNet-1K,648,3127822,307200,1537000,mixnet,tf_mixnet_m,0.875
tf_mixnet_s,4134606,390,0,123,1,0,0,49,0,0,1000,ImageNet-1K,432,2257782,307200,1537000,mixnet,tf_mixnet_s,0.875
tf_mobilenetv3_large_075,3993528,279,0,63,1,0,0,46,0,0,1000,ImageNet-1K,432,1770128,922880,1281000,mobilenetv3,tf_mobilenetv3_large_075,0.875
tf_mobilenetv3_large_100,5483032,279,0,63,1,0,0,46,0,0,1000,ImageNet-1K,432,2947120,1230080,1281000,mobilenetv3,tf_mobilenetv3_large_100,0.875
tf_mobilenetv3_large_minimal_100,3924288,247,0,47,1,0,0,46,0,0,1000,ImageNet-1K,432,1388376,1230080,1281000,mobilenetv3,tf_mobilenetv3_large_minimal_100,0.875
tf_mobilenetv3_small_075,2041872,222,0,53,1,0,0,34,0,0,1000,ImageNet-1K,432,563368,443392,1025000,mobilenetv3,tf_mobilenetv3_small_075,0.875
tf_mobilenetv3_small_100,2542856,222,0,53,1,0,0,34,0,0,1000,ImageNet-1K,432,914464,590848,1025000,mobilenetv3,tf_mobilenetv3_small_100,0.875
tf_mobilenetv3_small_minimal_100,2044736,186,0,35,1,0,0,34,0,0,1000,ImageNet-1K,432,590848,416344,1025000,mobilenetv3,tf_mobilenetv3_small_minimal_100,0.875
tinynet_a,6187972,378,0,96,1,0,0,58,0,0,1000,ImageNet-1K,864,4444508,409600,1281000,tinynet,tinynet_a,0.875
tinynet_b,3730562,321,0,81,1,0,0,49,0,0,1000,ImageNet-1K,864,2108170,307200,1281000,tinynet,tinynet_b,0.875
tinynet_c,2457234,302,0,76,1,0,0,46,0,0,1000,ImageNet-1K,864,928538,225280,1281000,tinynet,tinynet_c,0.875
tinynet_d,2338446,226,0,56,1,0,0,34,0,0,1000,ImageNet-1K,864,813494,225280,1281000,tinynet,tinynet_d,0.875
tinynet_e,2042972,207,0,51,1,0,0,31,0,0,1000,ImageNet-1K,864,542068,204800,1281000,tinynet,tinynet_e,0.875
tnt_s_patch16_224,23755336,395,0,1,134,0,0,63,0,24,1000,ImageNet-1K,3552,23140224,768,385000,tnt,tnt_s_patch16_224,0.9
tresnet_l,55989256,502,30,139,1,21,3,0,0,0,1000,ImageNet-1K,53556256,N/A,N/A,2433000,tresnet,tresnet_l,0.875
tresnet_l_448,55989256,502,30,139,1,21,3,0,0,0,1000,ImageNet-1K,53556256,N/A,N/A,2433000,tresnet,tresnet_l_448,0.875
tresnet_m,31389032,355,21,96,1,14,3,0,0,0,1000,ImageNet-1K,29340032,N/A,N/A,2049000,tresnet,tresnet_m,0.875
tresnet_m_448,31389032,355,21,96,1,14,3,0,0,0,1000,ImageNet-1K,29340032,N/A,N/A,2049000,tresnet,tresnet_m_448,0.875
tresnet_m_miil_in21k,52331861,355,21,96,1,14,3,0,0,0,11221,ImageNet-21K-P,29340032,N/A,N/A,22991829,tresnet,tresnet_m_miil_in21k,0.875
tresnet_v2_l,46174824,584,33,164,1,33,3,0,0,0,1000,ImageNet-1K,44125824,N/A,N/A,2049000,tresnet,tresnet_v2_l,0.875
tresnet_xl,78436244,604,36,169,1,27,3,0,0,0,1000,ImageNet-1K,75779244,N/A,N/A,2657000,tresnet,tresnet_xl,0.875
tresnet_xl_448,78436244,604,36,169,1,27,3,0,0,0,1000,ImageNet-1K,75779244,N/A,N/A,2657000,tresnet,tresnet_xl_448,0.875
tv_densenet121,7978856,558,0,120,1,0,4,121,0,0,1000,ImageNet-1K,6953856,N/A,N/A,1025000,densenet,tv_densenet121,0.875
tv_resnet34,21797672,166,16,36,1,0,1,36,0,0,1000,ImageNet-1K,9408,13114368,128,513000,resnet,tv_resnet34,0.875
tv_resnet50,25557032,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14964736,128,2049000,resnet,tv_resnet50,0.875
tv_resnet101,44549160,421,33,104,1,33,1,104,0,0,1000,ImageNet-1K,9408,26090496,128,2049000,resnet,tv_resnet101,0.875
tv_resnet152,60192808,625,50,155,1,50,1,155,0,0,1000,ImageNet-1K,9408,40613888,128,2049000,resnet,tv_resnet152,0.875
tv_resnext50_32x4d,25028904,217,16,53,1,16,1,53,0,0,1000,ImageNet-1K,9408,14544896,128,2049000,resnext,tv_resnext50_32x4d,0.875
twins_pcpvt_base,43828456,537,0,33,141,0,0,86,0,0,1000,ImageNet-1K,858112,42446080,1024,513000,twins,twins_pcpvt_base,0.9
twins_pcpvt_large,60989672,771,0,46,206,0,0,125,0,0,1000,ImageNet-1K,858112,59607296,1024,513000,twins,twins_pcpvt_large,0.9
twins_pcpvt_small,24106216,321,0,21,81,0,0,50,0,0,1000,ImageNet-1K,858112,22723840,1024,513000,twins,twins_pcpvt_small,0.9
twins_svt_base,56070952,433,0,19,109,0,0,64,0,0,1000,ImageNet-1K,1557216,53728800,1536,769000,twins,twins_svt_base,0.9
twins_svt_large,99271400,433,0,19,109,0,0,64,0,0,1000,ImageNet-1K,2764416,95460736,2048,1025000,twins,twins_svt_large,0.9
twins_svt_small,24060776,332,0,15,82,0,0,48,0,0,1000,ImageNet-1K,694080,22843072,1024,513000,twins,twins_svt_small,0.9
vgg11,132863336,35,0,10,1,0,5,0,0,0,1000,ImageNet-1K,9220480,119545856,119545856,4097000,vgg,vgg11,0.875
vgg11_bn,132868840,43,0,10,1,0,5,8,0,0,1000,ImageNet-1K,9225984,119545856,119545856,4097000,vgg,vgg11_bn,0.875
vgg13,133047848,39,0,12,1,0,5,0,0,0,1000,ImageNet-1K,9404992,119545856,119545856,4097000,vgg,vgg13,0.875
vgg13_bn,133053736,49,0,12,1,0,5,10,0,0,1000,ImageNet-1K,9410880,119545856,119545856,4097000,vgg,vgg13_bn,0.875
vgg16,138357544,45,0,15,1,0,5,0,0,0,1000,ImageNet-1K,14714688,119545856,119545856,4097000,vgg,vgg16,0.875
vgg16_bn,138365992,58,0,15,1,0,5,13,0,0,1000,ImageNet-1K,14723136,119545856,119545856,4097000,vgg,vgg16_bn,0.875
vgg19,143667240,51,0,18,1,0,5,0,0,0,1000,ImageNet-1K,20024384,119545856,119545856,4097000,vgg,vgg19,0.875
vgg19_bn,143678248,67,0,18,1,0,5,16,0,0,1000,ImageNet-1K,20035392,119545856,119545856,4097000,vgg,vgg19_bn,0.875
visformer_small,40219592,220,0,57,1,0,0,28,0,8,1000,ImageNet-1K,4768,28323840,1536,769000,visformer,visformer_small,0.9
vit_base_patch8_224,86576872,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,148224,85054464,1536,769000,vit,vit_base_patch8_224,0.9
vit_base_patch8_224_dino,85807872,226,0,1,48,0,0,25,0,13,768,ImageNet-1K,148224,85054464,1536,0,vit,vit_base_patch8_224_dino,0.9
vit_base_patch8_224_in21k,102605139,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,148224,85054464,1536,16797267,vit,vit_base_patch8_224_in21k,0.9
vit_base_patch16_224,86567656,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,590592,85054464,1536,769000,vit,vit_base_patch16_224,0.9
vit_base_patch16_224_dino,85798656,226,0,1,48,0,0,25,0,13,768,ImageNet-1K,590592,85054464,1536,0,vit,vit_base_patch16_224_dino,0.9
vit_base_patch16_224_in21k,102595923,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,590592,85054464,1536,16797267,vit,vit_base_patch16_224_in21k,0.9
vit_base_patch16_224_miil,86540008,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,590592,85026816,1536,769000,vit,vit_base_patch16_224_miil,0.875
vit_base_patch16_224_miil_in21k,94399957,226,0,1,49,0,0,25,0,13,11221,ImageNet-21K-P,590592,85026816,1536,8628949,vit,vit_base_patch16_224_miil_in21k,0.875
vit_base_patch16_224_sam,86567656,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,590592,85054464,1536,769000,vit,vit_base_patch16_224_sam,0.9
vit_base_patch16_384,86859496,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,590592,85054464,1536,769000,vit,vit_base_patch16_384,1.0
vit_base_patch16_rpn_224,86538472,202,0,1,49,0,0,25,0,13,1000,ImageNet-1K,590592,85026816,1536,769000,vit,vit_base_patch16_rpn_224,0.9
vit_base_patch32_224,88224232,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,2360064,85054464,1536,769000,vit,vit_base_patch32_224,0.9
vit_base_patch32_224_clip_laion2b,87849728,226,0,1,49,0,0,26,0,13,512,LAION-2B,2359296,85054464,1536,393728,vit,vit_base_patch32_224_clip_laion2b,0.9
vit_base_patch32_224_in21k,104252499,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,2360064,85054464,1536,16797267,vit,vit_base_patch32_224_in21k,0.9
vit_base_patch32_224_sam,88224232,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,2360064,85054464,1536,769000,vit,vit_base_patch32_224_sam,0.9
vit_base_patch32_384,88297192,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,2360064,85054464,1536,769000,vit,vit_base_patch32_384,1.0
vit_base_r50_s16_224_in21k,114687379,501,16,53,49,16,1,25,0,13,21843,ImageNet-21K,12682048,85054464,1536,16797267,vit,vit_base_r50_s16_224_in21k,0.9
vit_base_r50_s16_384,98950952,501,16,53,49,16,1,25,0,13,1000,ImageNet-1K,12682048,85054464,1536,769000,vit,vit_base_r50_s16_384,1.0
vit_giant_patch14_224_clip_laion2b,1012646656,730,0,1,161,0,0,82,0,41,1024,LAION-2B,827904,1010007040,2816,1442816,vit,vit_giant_patch14_224_clip_laion2b,0.9
vit_huge_patch14_224_clip_laion2b,632077824,586,0,1,129,0,0,66,0,33,1024,LAION-2B,752640,629678080,2560,1311744,vit,vit_huge_patch14_224_clip_laion2b,0.9
vit_huge_patch14_224_in21k,658745683,586,0,1,129,0,0,65,0,33,21843,ImageNet-21K,753920,629678080,2560,27980883,vit,vit_huge_patch14_224_in21k,0.9
vit_large_patch14_224_clip_laion2b,303966976,442,0,1,97,0,0,50,0,25,768,ImageNet-1K,602112,302309376,2048,787200,vit,vit_large_patch14_224_clip_laion2b,0.9
vit_large_patch16_224,304326632,442,0,1,97,0,0,49,0,25,1000,ImageNet-1K,787456,302309376,2048,1025000,vit,vit_large_patch16_224,0.9
vit_large_patch16_224_in21k,325690707,442,0,1,97,0,0,49,0,25,21843,ImageNet-21K,787456,302309376,2048,22389075,vit,vit_large_patch16_224_in21k,0.9
vit_large_patch16_384,304715752,442,0,1,97,0,0,49,0,25,1000,ImageNet-1K,787456,302309376,2048,1025000,vit,vit_large_patch16_384,1.0
vit_large_patch32_224_in21k,327899475,442,0,1,97,0,0,49,0,25,21843,ImageNet-21K,3146752,302309376,2048,22389075,vit,vit_large_patch32_224_in21k,0.9
vit_large_patch32_384,306632680,442,0,1,97,0,0,49,0,25,1000,ImageNet-1K,3146752,302309376,2048,1025000,vit,vit_large_patch32_384,1.0
vit_large_r50_s32_224,328994856,724,16,54,97,16,1,49,0,25,1000,ImageNet-1K,25606208,302309376,2048,1025000,vit,vit_large_r50_s32_224,0.9
vit_large_r50_s32_224_in21k,350358931,724,16,54,97,16,1,49,0,25,21843,ImageNet-21K,25606208,302309376,2048,22389075,vit,vit_large_r50_s32_224_in21k,0.9
vit_large_r50_s32_384,329092136,724,16,54,97,16,1,49,0,25,1000,ImageNet-1K,25606208,302309376,2048,1025000,vit,vit_large_r50_s32_384,1.0
vit_relpos_base_patch16_224,86429560,320,0,1,73,0,0,25,0,13,1000,ImageNet-1K,590592,85068432,1536,769000,relpos,vit_relpos_base_patch16_224,0.9
vit_relpos_base_patch16_clsgap_224,86430328,320,0,1,73,0,0,25,0,13,1000,ImageNet-1K,590592,85068432,1536,769000,relpos,vit_relpos_base_patch16_clsgap_224,0.9
vit_relpos_base_patch32_plus_rpn_256,119423760,296,0,1,73,0,0,25,0,13,1000,ImageNet-1K,2753408,115771560,1792,897000,relpos,vit_relpos_base_patch32_plus_rpn_256,0.9
vit_relpos_medium_patch16_224,38747208,320,0,1,73,0,0,25,0,13,1000,ImageNet-1K,393728,37839456,1024,513000,relpos,vit_relpos_medium_patch16_224,0.9
vit_relpos_medium_patch16_cls_224,38764616,320,0,1,73,0,0,25,0,13,1000,ImageNet-1K,393728,37856352,1024,513000,relpos,vit_relpos_medium_patch16_cls_224,0.9
vit_relpos_medium_patch16_rpn_224,38734920,296,0,1,73,0,0,25,0,13,1000,ImageNet-1K,393728,37827168,1024,513000,relpos,vit_relpos_medium_patch16_rpn_224,0.9
vit_relpos_small_patch16_224,21983920,320,0,1,73,0,0,25,0,13,1000,ImageNet-1K,295296,21302856,768,385000,relpos,vit_relpos_small_patch16_224,0.9
vit_small_patch8_224_dino,21670272,226,0,1,48,0,0,25,0,13,384,ImageNet-1K,74112,21293568,768,0,vit,vit_small_patch8_224_dino,0.9
vit_small_patch16_224,22050664,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,295296,21293568,768,385000,vit,vit_small_patch16_224,0.9
vit_small_patch16_224_dino,21665664,226,0,1,48,0,0,25,0,13,384,ImageNet-1K,295296,21293568,768,0,vit,vit_small_patch16_224_dino,0.9
vit_small_patch16_224_in21k,30075219,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,295296,21293568,768,8409555,vit,vit_small_patch16_224_in21k,0.9
vit_small_patch16_384,22196584,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,295296,21293568,768,385000,vit,vit_small_patch16_384,1.0
vit_small_patch32_224,22878952,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,1180032,21293568,768,385000,vit,vit_small_patch32_224,0.9
vit_small_patch32_224_in21k,30903507,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,1180032,21293568,768,8409555,vit,vit_small_patch32_224_in21k,0.9
vit_small_patch32_384,22915432,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,1180032,21293568,768,385000,vit,vit_small_patch32_384,1.0
vit_small_r26_s32_224,36431912,388,8,30,49,8,1,25,0,13,1000,ImageNet-1K,14732992,21293568,768,385000,vit,vit_small_r26_s32_224,0.9
vit_small_r26_s32_224_in21k,44456467,388,8,30,49,8,1,25,0,13,21843,ImageNet-21K,14732992,21293568,768,8409555,vit,vit_small_r26_s32_224_in21k,0.9
vit_small_r26_s32_384,36468392,388,8,30,49,8,1,25,0,13,1000,ImageNet-1K,14732992,21293568,768,385000,vit,vit_small_r26_s32_384,1.0
vit_srelpos_medium_patch16_224,38735856,232,0,1,51,0,0,25,0,13,1000,ImageNet-1K,393728,37822464,1024,513000,relpos,vit_srelpos_medium_patch16_224,0.9
vit_srelpos_small_patch16_224,21973486,232,0,1,51,0,0,25,0,13,1000,ImageNet-1K,295296,21288960,768,385000,relpos,vit_srelpos_small_patch16_224,0.9
vit_tiny_patch16_224,5717416,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,147648,5338368,384,193000,vit,vit_tiny_patch16_224,0.9
vit_tiny_patch16_224_in21k,9740115,226,0,1,49,0,0,25,0,13,21843,ImageNet-21K,147648,5338368,384,4215699,vit,vit_tiny_patch16_224_in21k,0.9
vit_tiny_patch16_384,5790376,226,0,1,49,0,0,25,0,13,1000,ImageNet-1K,147648,5338368,384,193000,vit,vit_tiny_patch16_384,1.0
vit_tiny_r_s16_p8_224,6337704,231,0,2,49,0,1,25,0,13,1000,ImageNet-1K,796160,5338368,384,193000,vit,vit_tiny_r_s16_p8_224,0.9
vit_tiny_r_s16_p8_224_in21k,10360403,231,0,2,49,0,1,25,0,13,21843,ImageNet-21K,796160,5338368,384,4215699,vit,vit_tiny_r_s16_p8_224_in21k,0.9
vit_tiny_r_s16_p8_384,6355944,231,0,2,49,0,1,25,0,13,1000,ImageNet-1K,796160,5338368,384,193000,vit,vit_tiny_r_s16_p8_384,1.0
volo_d1_224,26632040,339,0,5,88,0,4,44,0,34,1000,ImageNet-1K,280320,22549272,768,385000,volo,volo_d1_224,0.96
